Reviews,Positive,Negative,Neutral
regret unwanted specter haunt choice,0.0,0.787,0.213
feature maze puzzle leave puzzle,0.0,0.231,0.769
battery neverending nightmare draining,0.0,0.0,1.0
display dull void lack life vibrancy,0.0,0.556,0.444
money waste resource phone,0.0,0.483,0.517
feature confound jigsaw not fit,0.0,0.345,0.655
frustration perpetual serenade device,0.0,0.508,0.492
regret haunt echo unfortunate choice,0.0,0.81,0.19
phone feature lose chaos impractical,0.0,0.681,0.319
camera illusion maker create blurry dream,0.482,0.165,0.353
battery mysterious drainer vanish unexpectedly,0.0,0.0,1.0
display color fade lifeless uninspire,0.0,0.0,1.0
money disappear wind worth,0.328,0.328,0.345
navigate phone feature perplexing maze,0.0,0.0,1.0
frustration endless waltz disappointing device,0.0,0.677,0.323
regret unwanted companion phone,0.0,0.701,0.299
phone feature lose fog unclear,0.0,0.61,0.39
camera artist blurs photography,0.0,0.0,1.0
battery perform disappear act,0.0,0.388,0.612
display window boredom uninspiring,0.0,0.434,0.566
money spend phone vanish investment,0.0,0.0,1.0
phone feature like puzzle code not sense,0.294,0.0,0.706
frustration unceasing melody phone,0.0,0.508,0.492
regret constant specter unfortunate choice,0.0,0.659,0.341
phone feature lose labyrinth impracticality,0.0,0.403,0.597
camera dream crusher ruin shot,0.227,0.432,0.341
battery houdini performer vanish mysteriously,0.0,0.0,1.0
display vibrancy fade away dull,0.0,0.403,0.597
money spend phone pit regret waste,0.0,0.583,0.417
phone feature confusing enigma perplex,0.0,0.322,0.678
frustration unwanted tune device,0.0,0.714,0.286
regret incessant reminder unfortunate purchase,0.0,0.659,0.341
battery drain quickly disappointing,0.0,0.516,0.484
worth price lack useful feature,0.527,0.253,0.22
camera quality subpar blurry photo,0.0,0.259,0.741
battery not long constant charging,0.0,0.0,1.0
lackluster display dull color unimpressive,0.0,0.63,0.37
value money overprice quality,0.444,0.0,0.556
feature confusing impractical,0.0,0.487,0.513
frustrating use constant hassle,0.0,0.492,0.508
regret buy phone poor choice,0.0,0.663,0.337
camera take blurry photo reliable,0.0,0.259,0.741
battery life major letdown inconvenient,0.0,0.375,0.625
display lack vibrancy clarity bland,0.338,0.287,0.375
money waste purchase worth,0.284,0.418,0.299
feature unclear unhelpful confuse,0.0,0.661,0.339
frustration daily use irritate,0.0,0.747,0.253
regret purchase day unsatisfie,0.0,0.483,0.517
feature hard navigate userfriendly,0.0,0.318,0.682
camera performance subpar poor quality,0.0,0.437,0.563
battery drain unexpectedly unreliable,0.0,0.0,1.0
display uninspire lifeless dull,0.0,0.474,0.526
money spend disappointment regretful,0.0,0.756,0.244
feature impractical confusing helpful,0.418,0.284,0.299
endless frustration phone headache,0.0,0.508,0.492
regretful choice disappoint unsatisfactory,0.0,0.737,0.263
camera blur shoot photoworthy,0.0,0.444,0.556
battery life disappointment frustrating,0.0,0.756,0.244
display lifeless dull lackluster visual,0.0,0.403,0.597
money throw away phone wise investment,0.383,0.0,0.617
feature source confusion userfriendly,0.0,0.423,0.577
constant frustration device inconvenient,0.0,0.733,0.267
regret lingers buy phone unsatisfie,0.0,0.412,0.588
poor battery life drain quickly,0.0,0.437,0.563
limit feature worth price,0.388,0.0,0.612
disappointing camera blurry photo,0.0,0.697,0.303
eak battery not long,0.0,0.0,1.0
dull display lackluster color,0.0,0.474,0.526
overprice value money,0.545,0.0,0.455
confuse feature impractical,0.0,0.487,0.513
frustrating experience constant hassle,0.0,0.492,0.508
regretful purchase poor choice,0.0,0.75,0.25
subpar camera performance,0.0,0.0,1.0
inconsistent battery life,0.0,0.0,1.0
uninspire display dull visual,0.0,0.474,0.526
money waste worth,0.333,0.491,0.175
unclear feature confuse,0.0,0.796,0.204
daily frustration irritating,0.0,0.859,0.141
ongoing regret unsatisfie,0.0,0.583,0.417
average phone,0.0,0.0,1.0
adequate basic use,0.487,0.0,0.513
great terrible,0.569,0.431,0.0
okay device,0.655,0.0,0.345
acceptable impressive,1.0,0.0,0.0
decent battery life,0.0,0.0,1.0
simple easy use,0.592,0.0,0.408
perform basic task,0.0,0.0,1.0
good quality,0.744,0.0,0.256
suitable minimal need,0.0,0.0,1.0
battery life abysmal drain hour,0.0,0.0,1.0
lackluster feature par,0.0,0.0,1.0
camera disappointment poor quality,0.0,0.762,0.238
battery drain quickly,0.0,0.0,1.0
poor display quality lack vibrancy,0.0,0.643,0.357
worth price tag overprice,0.388,0.0,0.612
feature mess hard navigate,0.0,0.661,0.339
constant frustration unreliable device,0.0,0.508,0.492
regret buy phone bad choice,0.0,0.677,0.323
camera quality awful blurry photo,0.0,0.595,0.405
unreliable battery life inconsistent,0.0,0.0,1.0
dismal display lackluster visual,0.0,0.571,0.429
money drain wise investment,0.508,0.0,0.492
feature confuse hard understand,0.0,0.623,0.377
everyday irritation userfriendly,0.0,0.623,0.377
ongoing discontent unsatisfie purchase,0.0,0.0,1.0
poor camera performance subpar,0.0,0.508,0.492
inadequate battery life inconvenient,0.0,0.718,0.282
disappointing screen lack clarity,0.293,0.598,0.109
money waste smart buy,0.36,0.373,0.267
feature headache impractical,0.0,0.0,1.0
regret linger unsatisfactory device,0.0,0.483,0.517
blurry camera woe not capture moment,0.0,0.512,0.488
shortlive battery constantly charge,0.0,0.0,1.0
lackluster display visual appeal,0.0,0.0,1.0
money spend poor value,0.32,0.413,0.267
feature baffle intuitive,0.0,0.0,1.0
frustration persist daily annoyance,0.0,0.73,0.27
endless regret wish not buy,0.318,0.329,0.353
camera ruin photo clarity,0.318,0.447,0.235
unreliable battery know die,0.0,0.565,0.435
poor battery life drain quickly,0.0,0.437,0.563
limit feature worth price,0.388,0.0,0.612
disappointing camera blurry photo,0.0,0.697,0.303
eak battery not long,0.0,0.0,1.0
dull display lackluster color,0.0,0.474,0.526
overprice value money,0.545,0.0,0.455
confuse feature impractical,0.0,0.487,0.513
frustrating experience constant hassle,0.0,0.492,0.508
regretful purchase poor choice,0.0,0.75,0.25
subpar camera performance,0.0,0.0,1.0
inconsistent battery life,0.0,0.0,1.0
uninspire display dull visual,0.0,0.474,0.526
money waste worth,0.333,0.491,0.175
unclear feature confuse,0.0,0.796,0.204
daily frustration irritating,0.0,0.859,0.141
ongoing regret unsatisfie,0.0,0.583,0.417
decent battery life,0.0,0.0,1.0
simple easy use,0.592,0.0,0.408
perform basic task,0.0,0.0,1.0
good quality,0.744,0.0,0.256
suitable minimal need,0.0,0.0,1.0
battery drain quickly frustrating,0.0,0.492,0.508
feature confuse userfriendly,0.0,0.487,0.513
camera quality subpar blurry photo,0.0,0.259,0.741
battery life inconsistent inconvenient,0.0,0.444,0.556
display lack vibrancy dull lifeless,0.0,0.625,0.375
overprice offer worth,0.487,0.0,0.513
frustration constant daily annoyance,0.0,0.73,0.27
regretful purchase poor decision,0.0,0.75,0.25
camera performance disappointing,0.0,0.615,0.385
unreliable battery frequent charging,0.0,0.0,1.0
feature mess hard navigate,0.0,0.661,0.339
display quality poor lack clarity,0.267,0.535,0.198
money spend vain poor value,0.233,0.573,0.194
feature difficult understand,0.0,0.556,0.444
daily irritation hard use,0.0,0.701,0.299
ongoing discontent unsatisfactory,0.0,0.0,1.0
battery not charge,0.0,0.0,1.0
subpar display visual appeal,0.0,0.0,1.0
money waste well option,0.304,0.406,0.29
feature impractical helpful,0.583,0.0,0.417
regret linger wise choice,0.392,0.354,0.253
blurry photo camera letdown,0.0,0.318,0.682
short battery life constantly die,0.0,0.494,0.506
lackluster visual display disappoint,0.0,0.474,0.526
money invest poor value,0.32,0.413,0.267
feature confuse hard operate,0.0,0.623,0.377
endless frustration constant hassle,0.0,0.508,0.492
persistent regret unsatisfie purchase,0.0,0.483,0.517
camera lack clarity poor quality,0.267,0.535,0.198
inconsistent battery know die,0.0,0.565,0.435
disappointing device mark,0.0,0.615,0.385
display lifeless lack vibrancy,0.0,0.434,0.566
frustration unending melody phone,0.0,0.508,0.492
regret constant reminder unfortunate purchase,0.0,0.659,0.341
phone feature like word lose translation,0.272,0.293,0.435
camera blurry sorcerer cast spell photo,0.0,0.219,0.781
battery perform houdini act vanish notice,0.0,0.0,1.0
display void color monochrome lifeless,0.0,0.0,1.0
money spend phone bottomless pit regret,0.0,0.359,0.641
phone feature unsolved enigma perplex,0.0,0.0,1.0
frustration unwanted companion phone,0.0,0.714,0.286
regret ongoing nightmare own device,0.0,0.412,0.588
phone feature maze confusion baffle,0.0,0.355,0.645
camera wizard blurriness ruining photo,0.0,0.333,0.667
battery escape artist disappear warn,0.243,0.471,0.286
display vibrancy fade away lackluster,0.0,0.0,1.0
money spend phone regretful investment,0.0,0.42,0.58
feature baffling enigma sense,0.0,0.0,1.0
frustration endless symphony phone,0.0,0.508,0.492
regret constant shadow illfate purchase,0.0,0.412,0.588
phone feature lose maze impracticality,0.0,0.403,0.597
camera master ruin wreck shot,0.0,0.691,0.309
battery phantom drainer haunt day,0.0,0.403,0.597
display window despair uninspiring,0.0,0.434,0.566
money throw wind unwise purchase,0.0,0.0,1.0
phone feature frustrating enigma perplex,0.0,0.42,0.58
frustration endless duet disappointing device,0.0,0.677,0.323
regret unwanted specter haunt choice,0.0,0.787,0.213
feature maze puzzle leave puzzle,0.0,0.231,0.769
camera blurry illusionist reality disappear,0.0,0.524,0.476
battery vanishing mirage fade second,0.0,0.0,1.0
display life go die dreary,0.0,0.677,0.323
regretful purchase unreliable battery backup,0.0,0.42,0.58
significant disappointment battery backup,0.254,0.465,0.282
battery backup constant letdown,0.0,0.0,1.0
ongoing frustration battery backup,0.0,0.508,0.492
phone plague battery backup problem,0.0,0.403,0.597
aste time charge inadequate battery backup,0.0,0.351,0.649
phone battery backup highly unreliable,0.0,0.0,1.0
persistent battery backup issue frustrating,0.0,0.42,0.58
phone battery backup consistently fail,0.0,0.467,0.533
limit feature worth price,0.388,0.0,0.612
feature confuse userfriendly,0.0,0.487,0.513
feature mess hard navigate,0.0,0.661,0.339
unclear feature confusing impractical,0.0,0.661,0.339
feature impractical difficult use,0.0,0.455,0.545
feature baffle intuitive helpful,0.483,0.0,0.517
feature constant headache,0.0,0.0,1.0
feature confuse hard operate,0.0,0.623,0.377
disappointing camera poor quality blurry photo,0.0,0.72,0.28
camera quality subpar unsatisfactory,0.0,0.0,1.0
poor camera performance disappointing result,0.0,0.677,0.323
camera take blurry photo lack clarity,0.287,0.394,0.319
camera quality awful unusable photo,0.0,0.429,0.571
camera ruin photo clarity focus,0.284,0.4,0.316
eak battery not long charge,0.0,0.0,1.0
battery drain quickly frequent charging,0.0,0.0,1.0
battery shortlive inconvenient,0.0,0.545,0.455
inadequate battery life constant recharging,0.0,0.403,0.597
regretful purchase poor battery performance,0.0,0.667,0.333
persistent battery issue constant frustration,0.0,0.437,0.563
dull display lackluster color lifeless visual,0.0,0.351,0.649
display unimpressive lack vibrancy,0.0,0.701,0.299
poor display quality lack clarity,0.267,0.535,0.198
display fall short expectation,0.0,0.0,1.0
disappointing screen visual appeal,0.0,0.516,0.484
overprice offer value money,0.444,0.0,0.556
money waste worth price tag,0.247,0.364,0.39
money drain poor value,0.32,0.413,0.267
money invest poor value,0.32,0.413,0.267
money throw away well option available,0.296,0.0,0.704
money spend vain disappointing purchase,0.0,0.667,0.333
