Reviews,Positive,Negative,Neutral
battery backup adequate daily use,0.322,0.0,0.678
standard feature surprise,0.512,0.0,0.488
camera performance average,0.0,0.0,1.0
battery life somewhat inconsistent,0.0,0.0,1.0
display decent extraordinary,0.0,0.0,1.0
offer moderate value money,0.444,0.0,0.556
battery performance okay,0.487,0.0,0.513
usual feature commonly find,0.0,0.0,1.0
camera passable everyday shot,0.0,0.0,1.0
standard display frill,0.0,0.0,1.0
mediocre investment price,0.0,0.0,1.0
battery use improvement,0.6,0.0,0.4
basic feature bell whistle,0.0,0.0,1.0
handy feature enhance usability,0.0,0.0,1.0
camera reliable disappointment,0.0,0.623,0.377
display satisfactory job,0.556,0.0,0.444
affordable value money budgetfriendly option,0.375,0.0,0.625
adequate battery life last day,0.322,0.0,0.678
convenient feature everyday use,0.0,0.0,1.0
camera consistently capture,0.0,0.0,1.0
enjoy clear display decent visual,0.659,0.0,0.341
good investment price,0.592,0.0,0.408
battery sufficient daily use,0.0,0.0,1.0
average purchase cost,0.0,0.0,1.0
battery acceptable everyday use,0.434,0.0,0.566
common feature standout element,0.0,0.0,1.0
camera performance standard,0.0,0.0,1.0
display expect surprise,0.512,0.0,0.488
offer adequate value money,0.683,0.0,0.317
practical feature life easy,0.492,0.0,0.508
camera performance decent,0.0,0.0,1.0
display meet expectation,0.0,0.0,1.0
provide good value cost,0.726,0.0,0.274
ordinary display special,0.574,0.0,0.426
provide average value money,0.444,0.0,0.556
battery backup absolutely terrible constantly need charge,0.0,0.361,0.639
useless feature add value disappointment,0.229,0.581,0.19
camera quality dreadful ruin shot,0.0,0.691,0.309
battery drain rapidly constant headache,0.0,0.0,1.0
justify cost not exceed expectation,0.0,0.0,1.0
battery serviceable daily use,0.0,0.0,1.0
basic functionality frill,0.0,0.0,1.0
atrocious display dull color poor clarity,0.235,0.504,0.261
typical display get job,0.0,0.0,1.0
camera deliver average result,0.0,0.0,1.0
battery life decent outstanding,0.571,0.0,0.429
common feature ordinary,0.0,0.0,1.0
camera performance mediocre,0.0,0.0,1.0
standard display typical quality,0.0,0.0,1.0
camera meet basic photography need,0.0,0.0,1.0
enjoy crisp vivid display content,0.444,0.0,0.556
unbeatable value money steal deal,0.279,0.372,0.349
allday battery champion need carry charger,0.438,0.0,0.562
load topoftheline feature truly impressive,0.674,0.0,0.326
money drain poor investment,0.0,0.508,0.492
battery life awful constant recharging,0.0,0.429,0.571
orthless feature serve purpose,0.0,0.0,1.0
camera quality horrendous salvageable,0.0,0.559,0.441
battery highly unreliable not count,0.0,0.0,1.0
feature impractical difficult use,0.0,0.455,0.545
camera ruin photo clarity focus,0.284,0.4,0.316
lackluster display dull visual,0.0,0.474,0.526
regretful purchase wish buy,0.355,0.382,0.263
money waste product terrible decision,0.0,0.663,0.337
battery backup go extra mile last day,0.0,0.0,1.0
load feature incredibly userfriendly,0.0,0.0,1.0
camera deliver excellence shot,0.577,0.0,0.423
count battery consistent reliable performance,0.0,0.0,1.0
display shine brilliance offer stunning visual,0.619,0.0,0.381
unbeatable value money investment worth,0.589,0.0,0.411
battery life envy longlasting reliable,0.0,0.344,0.656
pack toptier feature phone standout,0.0,0.0,1.0
camera disappoint capture memory beautifully,0.394,0.287,0.319
battery life exceptional last day,0.0,0.0,1.0
battery performance reliable consistent,0.0,0.0,1.0
battery backup absolutely horrible drain rapidly,0.0,0.431,0.569
phone load amazing feature true delight,0.778,0.0,0.222
userfriendly feature phone breeze use,0.0,0.0,1.0
disappointing feature offer real value,0.279,0.372,0.349
camera impress quality,0.592,0.0,0.408
camera consistently capture moment beautifully,0.481,0.0,0.519
camera terrible ruin shot,0.0,0.775,0.225
display offer stunning clarity vibrant color,0.744,0.0,0.256
unmatched value money exceed expectation,0.358,0.194,0.448
battery life go need worry,0.0,0.42,0.58
featurerich marvel make daily task breeze,0.359,0.0,0.641
camera consistently shine capture detail,0.0,0.0,1.0
battery life exceed expectation pleasant surprise,0.574,0.0,0.426
userfriendly feature device breeze,0.0,0.0,1.0
camera capture moment vividly clarity,0.403,0.0,0.597
display exceptional provide clear vibrant visual,0.6,0.0,0.4
great value money smart purchase,0.821,0.0,0.179
camera capture moment beautifully,0.552,0.0,0.448
display quality go expectation,0.0,0.0,1.0
exemplary value money purchase cherish,0.625,0.0,0.375
battery performance commendable reliable,0.0,0.0,1.0
load practical feature life easy,0.42,0.0,0.58
camera consistently deliver quality shot,0.0,0.0,1.0
display visual treat vivid color,0.403,0.0,0.597
battery endure hour constant charging need,0.0,0.0,1.0
display wow sharpness clarity,0.765,0.0,0.235
outstanding battery performance need charge frequently,0.444,0.0,0.556
wise investment provide great value money,0.762,0.0,0.238
battery life impress longevity,0.492,0.0,0.508
userfriendly feature joy use,0.559,0.0,0.441
experience display quality fine clear vibrant,0.722,0.0,0.278
phone battery endurance champion charge hassle,0.438,0.0,0.562
enjoy convenient practical feature life easy,0.604,0.0,0.396
camera consistently pictureperfect shot delight,0.494,0.0,0.506
display clear vivid offer exceptional visual experience,0.302,0.0,0.698
excellent value money phone wise investment,0.754,0.0,0.246
battery keep go offer hour uninterrupted usage,0.0,0.0,1.0
topnotch userfriendly feature enhance usability,0.0,0.0,1.0
camera impress time quality,0.492,0.0,0.508
display captivate clarity vibrant color,0.67,0.0,0.33
battery life impressive keep go day,0.398,0.0,0.602
featurerich device enhance daily task,0.0,0.0,1.0
camera consistently perform capture memory beautifully,0.425,0.0,0.575
battery performance reliable let,0.0,0.0,1.0
display quality vibrant deliver stunning visual,0.6,0.0,0.4
excellent value money wise investment,0.821,0.0,0.179
battery last day need worry charge,0.0,0.367,0.633
convenient practical feature simplify life,0.0,0.0,1.0
camera maintain consistent quality shot,0.0,0.0,1.0
enjoy clear sharp display enhance visual,0.592,0.0,0.408
samsung galaxy boast impressive battery backup ensure last day,0.457,0.0,0.543
phone featurerich userfriendly make delight use,0.438,0.0,0.562
camera outstanding performance ensure photo masterpiece,0.781,0.0,0.219
count samsung galaxy reliable battery life unexpected drain,0.0,0.0,1.0
display quality vibrant provide stunning visual sharp clarity,0.635,0.0,0.365
samsung galaxy offer excellent value money smart investment,0.638,0.0,0.362
longlaste battery ensure stay connect day,0.342,0.0,0.658
phone load convenient practical feature enhance daily task,0.0,0.0,1.0
camera capture vivid memory clarity detail,0.351,0.0,0.649
enjoy clear sharp display bring content life,0.537,0.0,0.463
samsung galaxy deliver outstanding battery performance constant charging,0.364,0.0,0.636
userfriendly feature device breeze,0.0,0.0,1.0
camera consistently deliver highquality shot miss moment,0.0,0.211,0.789
display visual treat vibrant color exceptional clarity,0.688,0.0,0.312
phone offer unbeatable value money wise choice,0.524,0.0,0.476
battery life exceed expectation provide allday power,0.0,0.0,1.0
phone load practical feature make life easy,0.326,0.0,0.674
camera capture memorie beautifully preserve detail,0.425,0.0,0.575
display quality exceptional provide topnotch visual experience,0.0,0.0,1.0
great value money smart investment,0.821,0.0,0.179
battery performance commendable reliable,0.0,0.0,1.0
samsung galaxy boast reliable efficient feature cater need,0.286,0.0,0.714
camera performance topnotch deliver highquality photo,0.0,0.0,1.0
display offer clarity vivid color enhance view experience,0.278,0.0,0.722
battery life impressive ensure stay connected worry,0.461,0.227,0.312
phone pack practical feature simplify daily task,0.0,0.0,1.0
camera consistently deliver quality shot capture moment,0.0,0.0,1.0
display offer stunning visual sharpness vibrant color,0.545,0.0,0.455
great value money wise purchase,0.828,0.0,0.172
battery endure provide uninterrupted usage hour,0.0,0.0,1.0
phone boast convenient userfriendly feature enhance usability,0.0,0.0,1.0
camera capture detail clarity precision,0.403,0.0,0.597
vibrant display enhance visual vivid color,0.405,0.0,0.595
battery performance reliable ensure consistent power,0.342,0.0,0.658
samsung galaxy offer excellent value money,0.604,0.0,0.396
battery life exceed expectation provide extended usage,0.0,0.0,1.0
phone featurerich practical everyday task,0.0,0.0,1.0
camera performance outstanding deliver stunning photo,0.623,0.0,0.377
display quality exceptional offer toptier visual experience,0.0,0.0,1.0
great value money make worthy investment,0.758,0.0,0.242
battery last day ensure stay connected,0.342,0.0,0.658
phone load convenient efficient feature,0.412,0.0,0.588
camera capture vivid moment clarity,0.403,0.0,0.597
enjoy clear sharp display exceptional view experience,0.537,0.0,0.463
count samsung galaxy reliable battery life,0.0,0.0,1.0
phone provide outstanding value money smart choice,0.695,0.0,0.305
samsung galaxy battery backup truly impressive last extended period,0.47,0.0,0.53
userfriendly featurerich phone simplifie daily task,0.0,0.0,1.0
camera consistently deliver exceptional performance capturing memory stunning detail,0.245,0.0,0.755
phone ensure reliable battery life provide longlaste power,0.271,0.0,0.729
display quality vivid offer vibrant color sharp clarity,0.504,0.0,0.496
samsung galaxy offer excellent value money wise investment,0.648,0.0,0.352
longlaste battery keep connect day,0.0,0.0,1.0
load convenient practical feature enhance usability,0.0,0.0,1.0
camera capture vivid memory precision clarity,0.351,0.0,0.649
enjoy clear sharp display make content come alive,0.627,0.0,0.373
samsung galaxy boast outstanding battery performance reduce need constant charging,0.308,0.0,0.692
userfriendly feature device pleasure use,0.481,0.0,0.519
camera consistently deliver highquality shot ensure moment miss,0.255,0.157,0.588
display visual treat showcase vibrant color exceptional clarity,0.638,0.0,0.362
phone provide unbeatable value money smart choice,0.505,0.0,0.495
battery life exceed expectation offer prolong usage,0.0,0.0,1.0
phone pack practical feature simplify daily task,0.0,0.0,1.0
camera capture memorie beautifully preserve detail,0.425,0.0,0.575
display quality exceptional deliver topnotch visual experience,0.0,0.0,1.0
great value money make worthwhile purchase,0.748,0.0,0.252
battery performance commendable dependable,0.0,0.0,1.0
samsung galaxy feature reliable efficient element tailor need,0.286,0.0,0.714
camera performance topnotch ensure highquality photo,0.342,0.0,0.658
display offer clarity vivid color enhance view experience,0.278,0.0,0.722
battery life impressive provide allday connectivity concern,0.355,0.0,0.645
phone pack practical feature make daily task easy,0.293,0.0,0.707
camera consistently deliver highquality shot capture moment,0.0,0.0,1.0
display provide stunning visual sharpness vibrant color,0.545,0.0,0.455
great value money wise investment,0.828,0.0,0.172
battery endure day ensure uninterrupted use hour,0.302,0.0,0.698
phone userfriendly equip convenient feature,0.0,0.0,1.0
camera capture detail clarity precision,0.403,0.0,0.597
display enhance visual vivid color sharpness,0.0,0.0,1.0
battery performance reliable guarantee consistent power,0.286,0.0,0.714
samsung galaxy offer exceptional value money,0.324,0.0,0.676
battery life exceed expectation offer extend usage,0.221,0.0,0.779
phone featurerich practical perfect everyday task,0.425,0.0,0.575
camera performance outstanding deliver stunning photo,0.623,0.0,0.377
display quality vivid provide toptier visual experience,0.0,0.0,1.0
great value money worthy investment,0.825,0.0,0.175
battery last day ensure remain connected,0.342,0.0,0.658
phone load efficient convenient feature,0.412,0.0,0.588
camera capture vivid moment precision,0.0,0.0,1.0
enjoy display clear sharp provide exceptional view experience,0.492,0.0,0.508
samsung galaxy provide reliable battery life,0.0,0.0,1.0
phone offer outstanding value money smart choice,0.695,0.0,0.305
battery longevity praiseworthy keep go extend period,0.515,0.0,0.485
samsung galaxy provide streamlined user experience rich feature,0.34,0.0,0.66
camera consistently showcase exceptional capability capture life moment beautifully,0.316,0.0,0.684
count samsung galaxy reliable resilient battery unexpected power loss,0.0,0.223,0.777
display vibrancy luminous present vibrant color pristine clarity,0.504,0.0,0.496
samsung galaxy offer exceptional bang buck truly smart investment,0.444,0.0,0.556
devices power endures ensure uninterrupted connectivity day,0.302,0.0,0.698
load intuitively practical feature simplify everyday task,0.0,0.0,1.0
camera consistently capture vivid experience precision clarity,0.31,0.0,0.69
enjoy crystalclear display brilliance enhance content,0.64,0.0,0.36
samsung galaxy battery performance outstanding reduce need frequent charging,0.333,0.0,0.667
phone userfriendly offer practicality delightful user experience,0.388,0.0,0.612
camera consistently excel deliver shot capture moment brilliance,0.535,0.0,0.465
display visual marvel offering brilliance vibrant visual,0.716,0.0,0.284
phone provide unparalleled value money toptier investment,0.286,0.0,0.714
battery life consistently exceed expectation provide extended usage,0.0,0.0,1.0
phone load pragmatism simplify daily routine,0.0,0.0,1.0
camera capture life beauty flawlessly preserve nuance,0.528,0.0,0.472
display quality consistently outstanding provide unparalleled visual experience,0.364,0.0,0.636
great value money worthwhile investment,0.817,0.0,0.183
battery performance reliable consistent dependable,0.0,0.0,1.0
samsung galaxy feature efficient userfriendly element tailor need,0.286,0.0,0.714
camera prowess toptier consistently deliver stunning photograph,0.302,0.0,0.698
display clarity enchant vivid color sharpness,0.351,0.0,0.649
battery life remarkable ensure prolonged connectivity,0.608,0.0,0.392
phone pack pragmatic feature make daily task easy,0.293,0.0,0.707
camera consistently deliver remarkable quality shot preserve detail,0.34,0.0,0.66
display brilliance good offer vibrant color sharp clarity,0.763,0.0,0.237
great value money valuable purchase,0.828,0.0,0.172
battery power ensure uninterrupted usage,0.394,0.0,0.606
phone userfriendly efficient pack convenient feature,0.359,0.0,0.641
camera capture life detail precision clarity,0.351,0.0,0.649
display visual masterpiece present stunning visual,0.626,0.0,0.374
