Reviews,Positive,Negative,Neutral
love use io  apple favourite brand  love phone easy hold fast processing mobile future purchase apple mobile  thank apple flipkartread,0.463,0.0,0.537
good compact phone haveit pretty good camera performancei iphone fall love phoneb phone   u love small size phone    read,0.572,0.0,0.428
honestly good package apple super handy not like big phone phone perfect definately recommend everybody compare antutu geekbench score iphone easily beat iphone,0.504,0.058,0.438
good phone regular usage camera outstanding boinic chip value money set battery perfect good handy smartphone seenread,0.57,0.0,0.43
update get close hrs screen time single charge course game good battery night camera capabilitiesperformance notchi’m motorola power delivery charger usb c lightning cable fast charge itbrought motorola usb c power delivery charger iphone se amazonbasic usb c lighten cableit awesome follow charge stat min min,0.146,0.0,0.854
compact handy good image stability give amazing experience battery capacity little poor worth buy ratingread,0.376,0.127,0.497
good phone iphone good camera good portrait mode bio chip smooth touch good feature value moneyread,0.56,0.0,0.44
iphone switch vivo pro iphone se like iphone amazing guy want cute small handy phone iphone 🤘 🤘 🤘 ❤ ️read,0.449,0.0,0.551
battery good performance normal useri suggest variant heavy userscam quality good day light condition performance good bionic chipsmall size expect screen size like mi plus screen mobilesread,0.327,0.0,0.673
paisa worthycamera section great upgrade performance beastit old design amazing design hold handi upgrade old se satisfied coreread,0.416,0.0,0.584
fast light classy premium look affordable price thank flipkart easy deliveryread,0.509,0.0,0.491
prosclassy performance sensitive touch good sound quality beautiful design compact comfortablegood quality camera battery backup normalconsphone overheat expect apple bit disappointingselfi photo click flips automatically photo weird ish setting flip foto clickread,0.181,0.045,0.773
speed awesome high quality camera portrait mode handy big screen mobile premium look design sound quality boom happy purchase thisread,0.302,0.0,0.698
ell phone small look nice people love big one basically people not use phone everythingit fastdesign cool sleek beautiful need cover sure want beauty pbattery life good voice clarity finei gamer photographerbasically premium phone budget loud hey apple device somebody read,0.45,0.0,0.55
phone simply brilliantthe fast mobile processor apple bionic chip tackle task break sweat classic design reason buy phone easy hand operation camera performance battery backup improve significantly predecessor definetely value buckread,0.297,0.0,0.703
good model wish enter apple ecosystem flawless product seamless experience love phoneread,0.621,0.0,0.379
hey iphone lover like small phone ll love perform like beast performance notch budget tight disappoint use apple iphone security bestread,0.465,0.082,0.453
good phone camera performancebattery good gamesthank u flipkart good offer fast delivery read,0.492,0.0,0.508
good product cost quality good time hangoutbattery consumption half day finally good suggestion choose oneread,0.42,0.0,0.58
excellent phone apple like iphone late processor feel speed compare iphone awesome budget phone iphone familyread,0.442,0.0,0.558
performance notch battery day easily disable background app refresh effect functionality tweak camera fantastic overall value money offerread,0.359,0.0,0.641
amazing phone love issue get hot early good buyread,0.645,0.0,0.355
excellent phone flawless performance massive upgrade user iphone se gen like meread,0.514,0.0,0.486
good phone iphone usinguse iphone andor difference feature performance ith provide feature price high phone look upgrade strongly suggest iphone xs later version completely opinion read review make decision purchase productread,0.147,0.0,0.853
word superb ignore negetive comment battery lifeit stay easyly day ofiicial work purposebuild qualitycameraspeak putearpiece phone speakeris notch apple airpod cherry topi switch inch display phone issuesuper smooth io big thump overall fantastic gadgetread,0.187,0.061,0.752
surely prefer iphone value money battery sufficient know battery iphone camera mark insufficiency night mode wideangle mode ok big deal display performance good overall lookup impressive course attractive speaker mind blow dual speaker setup loud compare price range phone good intereread,0.364,0.0,0.636
eek phone simply love iti lot research confuse iphone xr se plus ok old designbig bezel look great camera budget phone move android io phone good youcameraportrait selfie mode build quality bionic chip compact design late ossoftware support year simply bang ondowns night mode camera quality goodbattery bestread,0.268,0.032,0.7
good normal use like browse recommend gaming small screen sizeoverall good product appleread,0.545,0.0,0.455
compact mobile want iphone kickass bionic chip good energy efficient apple processor produce till camera awesome pic day time video battery drain fastgoogle battery efficient atleast day moderate usagenote advice compact super mobile people glue social medium youtubethis wread,0.383,0.0,0.617
mini black beast ho like handy good option solid device super fast performancebattery stand hrsover satisfied time iphone userfavourite device speedui camera portrait image feature mini device solid buildread,0.399,0.0,0.601
amazing performance upgrade android not expect battery life well upgrade iphone maybe feel difference experience speed bionic chip camera quality improve good price price get compact iphone proif look iphone thisread,0.302,0.0,0.698
firstly need understand crowd huge market thing hich matter compact size probably phone company unable understand consumer behaviour market cater company extent google pixel remember consumer buy phone buy primarily compact size dimension amazing override shortfall device battery screen sread,0.163,0.0,0.837
android user beginning phone like poco flagship chip time honestly speak performance device competition skeptical bad review internet frank opinion exceed expectation thing mind phone big display support upto video youtube watch youtube day love big screen thread,0.273,0.115,0.613
good product apple launch pricescreensjze comparatively smallbeterry performance satisfactory camera extra ordinarily sensor app way fast result jn blink buy price maxread,0.213,0.0,0.787
iphone long time iphone iphone iphone time come change chose iphone choose happy purchasemain reason choose late cpu fingerprint scanneri comfortable face d phone size small iphone not want admit love iphone iread,0.174,0.154,0.672
eagerly wait iphone se news article start float techsite year iphone se previous gen work brilliantly year battery health go android user understand iphone user stick ecosystem despite expensive pro iphone se bionic chip make phone camera portrait mode job brilliread,0.145,0.0,0.855
review phone let tell type iphone user heavy user daily use like hotspot approx listen music hatsapp youtube approx apple tv approx safari min sudoku charge iphone pm charge hope idea phone fori gamer basically not battery performance issuesapart froread,0.124,0.0,0.876
firstly get phone good bargain iphone keep price kind performance phone awesome person consume lot video content device job nicely battery bad average user use call text banking app serve purpose phone people not time phone want compact read,0.291,0.091,0.617
aware fantastic phone battary life purchase specific use case follow use business phone lot phone call day social medium presence whatsapp instal whatsapp second phone home work home wifi use imessage close family business outlook email calender note gmail configure inbuilt appread,0.081,0.0,0.919
fantastic phone beautiful form factor handy ergonomic power pack device review pubg chipmunk look device gaming purpose perfect phone non sense day user like callsbrowse internet use mail client social networkingread,0.337,0.0,0.663
good device feel premium hold hand nice hold size perfect good camera attach picture click eveningyou red oneread,0.544,0.0,0.456
phone issue flipkart order phone july promise date august get phone august not sound like delay lot u flight come close flipkart say product deliver august like clearly phone close reach near hub come phone display ve well consider price bummread,0.214,0.089,0.696
great birthday gift spouse power pack device bring life performance screen size camera performance wise comparable affordable device comparison pro camera work way well comparable device battery last day normal usage include couple hour youtube video great work appleread,0.324,0.0,0.676
pro bionic chipbeast good video camera phone easy hold carry handed ram management rear camera output speeker goodcon orst battery hour hardly single charger box hile phone cost phone support fast night mode design frot camera read,0.2,0.0,0.8
mark return phone great performance small form factor easy love ita price proposition bang buck performance io level confidencethe battery average improve little aware commonwealth system software customisationsall good phone great performance decent battery liferead,0.421,0.0,0.579
iphone know slim super platform durability shock proofthose want compact small handy device cn itit good email surf browse couple video daycamera quality superb good day lightvideo extraordinary sayperformance speed tremendousbattery approx equivalent brand hite color stand unique crowd black color traditional mobile handsetscan goread,0.266,0.046,0.688
great performancea expect bionic battery life avg good depend personal use charge phone twice day good single camera setup compact phone great video content great buy read,0.451,0.0,0.549
good camera phone image processing well good display battery life well good processor overall good phone u look image alsoread,0.549,0.0,0.451
iphone come android time feel restrict certain way accept come phone camera amazing minus low light photography battery backup ok ok buy apple charger separately charge pretty fast worry battery low home matter display ok nice display small aread,0.383,0.168,0.449
mp camera well camera phone camera mah batter mah smartphone batterymost precious chipset price range awesomeread,0.293,0.0,0.707
iphone se good battery survive day u r android user suggest u want try iphone u battery life important buy fast charger seperately not count flaw device cheap iphoneread,0.214,0.0,0.786
good iphone price rangeit iphone long support io updatesbattery life good people know optimise io accord need battery usage easily day use people heavy usage consume battery life s true smartphone iphone,0.399,0.0,0.601
easy hold look good slippery performance good battery average turn mobile datum use wifi battery go little time camera good day light camera ok ok use mail chat ok well iphone,0.469,0.0,0.531
camera dedicate night mode bionic chip powerful handle kind taskdisplay super color accurate display nit brightness battery weak point phone standby time great light use hour sotsoftware apple device io update long period timread,0.352,0.061,0.587
day usageit beast performance camera sound quality total beast price  degrade mid tier mobilebattery maybe drawback accord excellent daily drive mobile normal usage nice battery lifepower bank proffer keep hand camera exceptional  i find con honestthe display size small yeah cute handy use lesread,0.272,0.053,0.675
good budget iphone camera great daylight image downside lack night sight yeah task performance certainly joke say experience issue phone performance god sake good processor market right feel reason buy phone go to android price segment include oneread,0.361,0.083,0.557
phone work awesome high speed demerit size okay size buy phone read amazing build quality thankyou apple flipkart battery awesome fine phone problem face till nowread,0.409,0.07,0.521
io great fluid great performance phone different chip take levelcon battery well increase dependency mobile app digitize worldread,0.474,0.0,0.526
not know benefit apple ecosystem phone introduce use properly backit comparatively reasonably price fact give processor iphone pro cost lakh plus apple update thay year probably well value cheap phone therethe camera great touch d age mask wear perfect con battery not read,0.238,0.048,0.715
beast performance thing like lack night mode low light photography battery backup average light medium user live mean heavy user handle task easily break sweat matter throw heavy gameplay exportingrendering heavy video fit perfectly pocket hand month great device ifread,0.361,0.079,0.56
thank u apple make good phoneguy phone powerhouse good processorcamera good light mean good expect great pic night battery life good accord size display phone fast charger u forget battery issue issue battery u hardcore gamer give u day battery moderate use charge minute watt charger guess vread,0.358,0.032,0.61
good mobile phone hour personally feel complete packet contain yes display bit small feel comfortable small phone chip set play good role personally feel good normal person heavy gamersread,0.426,0.0,0.574
month use find nice good productexplore new feature io daythe photo selfie awesome single camera short wish power pack sturdy reliable virus free long last phone iphone se well alternative read,0.417,0.0,0.583
ek number foneswitche oneplus iphonemajje aagye month oneplus hand feel big size day mobile user period lockdown charge battery time day battery backup hrs full bluetooth wifi mobile datum charge fone morning easily till pm night day use apple music nice music app feeread,0.195,0.0,0.805
device atleast year late software disposal camera trust consistency compact battery good matter people game shoot video hour hour battery solid exceptional standby flipkart amazing service stage thank youread,0.384,0.061,0.556
phone absolutely beast term performance camera certain thing purchase iphone verses android phonefollowing major difference io call interface io old contact dialer recent call separate tab contact directly type dialer like android sim selection process io difficult time call place assign primaread,0.1,0.054,0.846
great product ould give star performance camera quality well operate light fast pace small minus point battery moderate user perfectly fine great product usual apple  read,0.437,0.0,0.563
battery ok entireindia buy se brand faille india part worldas senior citizen feel easy handle waitless andi proud super engineread,0.468,0.0,0.532
order red colored iphone se flipkart give date delivery lockdown got delay day receive good effort flipkart challenge timesthe look feel phone class apart compare android phone past colour awesome hard eye product red write add estheticit easy grip small coveread,0.224,0.074,0.701
cute phone performance upto standard apple product great value money like watch video gaming current day large display phone great product allread,0.486,0.0,0.514
good budget iphone buy recommend android user not want spend want experience iphone yeah people battery bad long definitly long use secondary phone good chooiceread,0.305,0.173,0.523
find good phone size price category display camera speed good battery life look good extensive user phone average hour daily screen time battery last day charge good size phone give comfortable feeling n grip hand find bestread,0.403,0.0,0.597
shoot like cinematic screen time hour use instagram trading app switch hotspot give decent battery want buy add charger cart charge min super cool use little monsterread,0.291,0.07,0.64
breathtake smooth performance amazing camera video performance dual sim smooth network ideal time android user switch battery backup decent ill day moderate user buy bionic will not regretread,0.206,0.08,0.714
budget phone overall good bantery backup god u video watch shoot good option video loverread,0.389,0.118,0.493
great phone price get sale delivery time box damage genuine product apple flipkart issue battery backup pther phone complete beastcamera quality superb tough designmust buyread,0.242,0.139,0.619
battery drain fast compare xr gets heat basic use like call loudspeaker youtube browse etc good quality speed worthy price buy reason small sizeread,0.283,0.0,0.717
want small size iphone like iphone good option thing run smoothlyread,0.456,0.0,0.544
mobile performance camera display peak battery drain fast ho want stand apple compact mobile lg think feel like screen large hand search small screen compact mobile process come compact beast take screen size apple disappoint decision battery ✌ ️  read,0.16,0.062,0.778
phone se good product good value happy perches phone come warke mind blow camera capture excellent work m happy perche phone se new 🤩 🤩 🤩 🤩 🤩 🤩 🤩 read,0.532,0.0,0.468
buy iphone mobile time happy happiness not express word camera awesome ell display great product doubt allread,0.517,0.083,0.4
honest review monthsthis phone good people problem small screen low battery capacity socamera value money videography fps soo awesomephotography ok compare android price range beat image qualityand good thing late processor iphone series thing sooo smooth tho small screen game lot it’read,0.256,0.09,0.654
good phone purchasedtho battery bit good cop turn siri background app refresher location service turn battery backup good hour continuously till battery good good manage use good wayread,0.442,0.0,0.558
excellent performance camera build quality unbeatable give desire premium feel hand feauture iphone traditional iphone body glass finger print sensor good super fast forget camera quality truly amazing excellent vibrant image quality addict red phone performanceread,0.52,0.033,0.448
product good handy phone smooth display awesome look camera performance cool draw battery take time charge post drain fast last hrs knowledge usage definitely worth buy awesome good spend huge thinkable design normal old come performance display far well knowledge read,0.442,0.0,0.558
screen small medium consumer battery day usage battery fine camera amazing overall great deal ton value moneyread,0.482,0.0,0.518
great edition iphone series gud phone specially want change andriod io ios phone buy product appreciable work applei happy product observation product call value moneyread,0.354,0.0,0.646
android user year recently switch samsung galaxy year iphone se phone perfectly sized feel comfortable hand pant pocket sleek thin look good big bezelsthe camera good stick home shoot random stuff home camera deliver video well clear stablethe performance noread,0.381,0.043,0.576
replace se iphone size displaywhite color look amazing apple design se line iphone model look damn prettyif look compact size plus prefer touch d face d choose se xrboth somewhat rangexr bulky big well battery performance face d ofcourse choice accordingly hardly use phone not battery lifei cread,0.117,0.053,0.83
beautiful device contain iconic bionic chip chip make little device beast enjoy month apple music apple tv year subscription freepocket friendly device term money sizeread,0.313,0.0,0.687
iphone se come display gb storage capacity want buy smart phone play game like pubg watch movie ott platform choose plus price range well chooice youif iphone lover able utilise iphone properly basically mobile phone official purpose mean send email hatsapp messaging read,0.286,0.0,0.714
apple surely deliver product price finally atpar stateoftheart smartphone brand processor speed amazing zero lag ios experience pleasing switch android external sound terrific good smartphone offer touch display expectation overall feel good bezel not affect downside camera battery modest well ith reasonablread,0.392,0.041,0.567
alright let address elephant room battery life yes suck barely last workday oh thing truecaller not work io securityeverythe great ois video amazing look small smartphone operate hand feel like phone like carry piece brick pocket not mind bezel physical fingerprint reader well screen read,0.371,0.047,0.583
phone amazing accord con r battery life big bezel small phone need feel secure hand need exactly type phone use handed beast like performance previously inch phone nokia shift accord size give feel thing bother keyboard … approx size phone keyboard tight type wread,0.232,0.047,0.721
battery suck last month monthother thing greatgreat camera great processor great screen handy phone battery enjoy featuresread,0.418,0.106,0.476
happy device come iphone significant upgrade featuresperformance etc little small excellent phone great price ith shortcomingsread,0.52,0.0,0.48
premium beautiful phoneso cool handy stylish awesome thank u applei hear battery backup low mah battery apple give quality easily run day average usefunction smooth u r go to luv thiscamera quality little bit low compromisesound quality good clean strongsize small company tell description personally feel prefread,0.347,0.07,0.583
think use iphone want start iphone buy little beautiful phone m move iphone cleanliness fantastic user interface ve fan apple ecosystem not listen try m sure d love itread,0.406,0.053,0.541
strongly recommend phone people work orient game love skip phone game phone good feature stunning look performance mobile handy inch screen pack good performance nice camera iphone good experience apple battery performance good excellent charge hrs callsmailssocial medium etcread,0.504,0.0,0.496
nice apple product work fast good performance bionic chip processor camera good battery life short day surviveread,0.381,0.0,0.619
week phone work upto expectation buy variant charger earpod want powerful chip large storage space touch apple phone ps black look amazing classy come iphoneread,0.34,0.0,0.66
buy phone sale good price phone flagship phone good feature early model iphone phone size good well battery backup adequate day backup easily average camera quality unmatched android available memory ram good iphone need bother perfectly mread,0.443,0.069,0.488
apple product mesmerise fast processor amazing display feature video quality facet shortcoming regard screen size come handy change perspective play rockstar game phone graphic awesome buy  read,0.3,0.0,0.7
love small screen performance beast love awesomerating camera love small display phone love likemini monster pocket read,0.564,0.0,0.436
good budget phone apple camera quality good battery life sufficient moderate user performance awesome read,0.452,0.0,0.548
find issue battery good battery backup performance outstanding internet connectivity outstanding m fully satisfied people say battery find battery battery give day backupi gamer heavy user beastread,0.389,0.0,0.611
month great product prefer hardware compactness design late camera feature definitely great upgrade previous se usersi performance hand good chip u battery previous user grad actually hour screen time little bit gaming definitely day normal usage receread,0.396,0.0,0.604
camera impressive camera shine day light outdoor condition low light scenario well phone pocketi hope provide night mode futuredisplay display decent phot camera display look okish look awesome transfer pc view well displayperformance work like charm beat throw game run degradation performance read,0.333,0.093,0.574
nice phone compact phone factor price little bit get battery bad u hardcore hame nice phone super fast processorread,0.352,0.13,0.519
phone select people size handy use dual sim requirement model fast delivery thank flipkart seller new brand pack seal price record unbox video thing ok warranty ok buy mi wireless power bank have wireless charge fast charging alsoread,0.165,0.0,0.835
onderful camerabrilliant speedgood battery life hour continue usage well iphone iphone overall good iphone priceread,0.278,0.0,0.722
iphone se perform great way come camera quality speed camera capture stunning image picture come natural camera easily compare like iphone xs series series phone swift perform task smoothly concern phone battery performance battery drain quickly compare iphone powerful processor andread,0.355,0.0,0.645
hi iphone se gb phone amazingthe screen size inch good ideal size apple cell phoneio super phone speed super voice clarity fantastic retina display supervalue money modelall bestbiswanath senguptaread,0.47,0.0,0.53
phone super fast phone right size hand camera good good click good picture battery life badread,0.59,0.0,0.41
onderful phonei typical fan iphone se previous phone iphone se work period find perfect size people like small screen extremely powerfulcamera onderful portrait mode selfie main camerabottom linechota packate bada dhamakaread,0.233,0.0,0.767
price good iphone apple loverdevice handy powerful performance value money today time large screen phablet iphone se good device type large screen phone camera bad descent shootertouchid iphone bestscreen brightness appropriate shooter niceonly thing dislike batteryyou love processing bionic chipread,0.318,0.109,0.572
beautiful think buy camera beast battery fine day mild use ur heavy user d need charge maybe performance epic rlly good gameplay worth money btw ur come large screen feel lil small honestly rlly small buy perfectread,0.303,0.0,0.697
pro compact designdisplaycamerasoundcon performance decrease month use lag observedno chargeradaptertough use keyboardtype compact sizebut great sensebattery not normal usage observationsinstagramyoutube hatsapp call expect gaming expect heat chargingnothe perfect buy u r normal user consideread,0.199,0.061,0.74
good thing phone apple bionic processor speed buy phone brand high ram capacity focus processor benchmark number lightning speed small pack phone satisfying good work people want fast want check hatsapp quickly etc camera good give spec take video resolution highly recommend phone people aread,0.332,0.0,0.668
buy want small phone feature month usage find phone power pack super horse fast processing lag whatsoever decent battery backup ith total screen time hrs day bluetooth ifi dual sim location battery last day easily fit hand upper bezel short small good option people like like big screen phone read,0.328,0.037,0.635
thumb new product applejust love hold handperfomance camera quality legit deviceit people like old design apple product prefer pne hand usebattery performance decent product thank chip orth buy producti satisfiedread,0.323,0.0,0.677
iphone happy purchase camera quality nice performance amazing battery life sufficiently good come ton amazing feature product release right time break phone happy iphone come budget flagshipread,0.496,0.0,0.504
iphone xr think qualified phone good value money iphone launch processor super fast host feature offer provide notch phone certainly look big size phone trend nowadaysread,0.345,0.0,0.655
wonderful product apple amazing fast delivery flipkart lockdown day thank bring fast launchread,0.5,0.0,0.5
phone good performance excellent camera good iphone great battery like size sufficient downside feel phone battery run like rest phone beast add advantage small battery screen time got reduce read,0.462,0.045,0.493
simply love phone honestly size perfect honestly speak battery good yes heavy user big deal video quality superb feel premium use look cheap useful worth money battery fast charger charge quicklyread,0.563,0.0,0.437
expectation mobile phone simple need good clarity handy good camera quality capture memory battery daysin quest good fit find redmi prime mobile thing match later mobile boom phenomenal point point handy meet screen size phone increase manifold quest handy model brand cread,0.31,0.0,0.69
good product great processer iphone low price like small phone small display definitely buy itread,0.502,0.086,0.412
iphonevery loud good sound s enjoy call music moviesthe sound amazing nice display smooth fast lag obviously camera good exceptional con screen size great gaming processor not play coz screen size size affect camera resolution charger cable faultyso buy boat charge cableread,0.345,0.078,0.578
phone keep promise day battery life midnight medium high usage good camera good performance well flagship android phone good display ie perfectly lcd display good audio quality good network chipset awesome network reception good buy read review idea oneplus nord mean suggestion buy itiphone se return value read,0.485,0.0,0.515
iphone expect size little big pretty amazing handy preferrable girl handy size battery status display smoothness thing time well android get instant discount thank flipkart amazing product time delivery nice experienceread,0.41,0.0,0.59
phone great snappy performance ofcourse io refined os worldandroid fragmentation app developer not android auto super laggy apple carplay work like charm car want try iphone great entry level phoneye downside phone screen battery samsung note difference screen resolution evident note super read,0.253,0.143,0.604
great phone great price blaze fast good camera small handy love read,0.657,0.0,0.343
switch android io fear initially purchase mobile misconception shatter form factorsize small large good ergonomic light weight stunning colour red attractive real world sure shoot head turner preferred colour order white processing power heavy game like pubg duty asphalt heavy image viread,0.245,0.104,0.651
plan not think muchswitche android io like huge changebattery battery last approx hrs normal usagecamera trust dynamic range color saturation good phoneperformance ram gb couple gen bionic chip goodthe phone light weight compact durable want day ui becauseread,0.318,0.0,0.682
compact mobile smart featuresfe big screen moble thing well rate camara quality soo goodread,0.286,0.0,0.714
great phone buy phone parent entire family apple ecosystem apple product available india iphone se size like iphone super smooth battery last day sure modestly heavy use screen bright old version iphone photo good natural feature iphone inside camerarest like multiple personal office mail synchronisation apple tvs apple atch oread,0.36,0.0,0.64
class phone apple compact powerfulthe camera powerful late io handy overall worth purchaseread,0.299,0.0,0.701
build excellent good quality excellent image okay video good little bit jitter video sharpcall quality good battery bad bad blink eye gonevery disappointed charger headset bundle box not consider value money mobileread,0.345,0.233,0.422
iphone se close week super happy experience see multiple review device battery life setback battery easily last day good gaming video streaming work user like meread,0.423,0.0,0.577
keep shortbest value money capeesh shortcoming batterywill hour screen time depend usage gaming wonderful small battery capacity deplete fast roughly hour screen time cameranight mode support apple add software processing power lack second camera let trust enjoy money’read,0.308,0.046,0.645
phone amazing good enter io ecosystem screen size small problem face battery life well powerful processor demand lot battery image unbeatable android flagshipsread,0.354,0.128,0.518
word outstandingi’ve samsung galaxy turn service include animation day battery life case iphone se come mah battery trust give battery backup include screen time use phone hatsapp insta news article youtube music puzzle game get timeit display good look like ole notread,0.182,0.0,0.818
second iphone pretty good performance fast feel lag daytoday usage perfect complaint battery compact size make easy use budget worth want shell mini bit small se generation well camera setup well screen well battery liferead,0.437,0.091,0.472
