Reviews,Positive,Negative,Neutral
excellent battery backup topnotch feature stunning camera vibrant display great value,0.73,0.0,0.27
impressive battery backup great camera decent feature clear display good purchase,0.648,0.0,0.352
remarkable battery backup excellent camera topnotch feature vibrant display worth penny,0.643,0.0,0.357
exceptional battery backup amazing camera topnotch feature clear display outstanding device,0.565,0.0,0.435
exceptional battery backup excellent camera topnotch feature vibrant display highly recommend,0.553,0.0,0.447
fantastic battery backup amazing camera topnotch feature clear display fantastic choice,0.66,0.0,0.34
terrible battery backup disappointing camera lackluster feature dull display waste money,0.0,0.628,0.372
exceptional battery backup stunning camera topnotch feature clear display phenomenal product,0.366,0.0,0.634
impressive battery backup amazing camera decent feature vibrant display good investment,0.657,0.0,0.343
outstanding value remarkable battery backup exceptional camera sharp display worth penny,0.63,0.0,0.37
impressive battery backup excellent camera topnotch feature clear display great purchase,0.662,0.0,0.338
mediocre battery backup average camera decent feature lackluster display worth money,0.16,0.0,0.84
phenomenal investment stunning camera topnotch feature bright display worthwhile purchase,0.53,0.0,0.47
exceptional value remarkable battery backup exceptional camera sharp display worth penny,0.497,0.0,0.503
fantastic purchase amazing camera topnotch feature vibrant display fantastic choice,0.706,0.0,0.294
good battery backup decent camera decent feature clear display solid choice,0.47,0.0,0.53
disappointing battery backup subpar camera lacking feature dull display poor investment,0.0,0.529,0.471
fantastic device excellent battery backup stunning camera vibrant display great choice,0.744,0.0,0.256
impressive value good battery backup decent camera clear display good purchase,0.701,0.0,0.299
great purchase decent camera decent feature clear display solid purchase,0.542,0.0,0.458
phone simply amazing battery life excellent pack great feature camera take stunning photo display vibrant orth penny,0.595,0.0,0.405
outstanding device battery backup exceptional feature topnotch camera capture beautiful shot display sharp fantastic value money,0.537,0.0,0.463
phone perfect incredible battery life impressive feature camera disappoint bright clear display steal price,0.473,0.223,0.303
good phone ve own battery life phenomenal feature topnotch camera real gem display sharp vibrant make worth penny,0.353,0.0,0.647
exceptional phone battery backup toptier feature fantastic camera capture breathtake photo display sharp vibrant great value,0.529,0.0,0.471
wonderful phone exceptional battery life feature topnotch camera take stunning picture display sharp vibrant make great purchase,0.515,0.0,0.485
phone worth penny battery life amazing feature topnotch camera perform exceptionally display sharp vibrant,0.46,0.0,0.54
topnotch phone fantastic battery life feature impressive camera capture beautiful moment display sharp vibrant make excellent value,0.649,0.0,0.351
fantastic purchase battery life outstanding feature topnotch camera deliver excellent shot display sharp vibrant,0.595,0.0,0.405
incredible phone remarkable battery life feature topnotch camera produce stunning image display sharp vibrant make fantastic choice,0.504,0.0,0.496
stellar phone excellent battery life feature topnotch camera disappoint display sharp vibrant make wise investment,0.427,0.113,0.46
love phone battery life excellent feature topnotch camera capture beautiful photo display sharp vibrant worth penny,0.609,0.0,0.391
m absolutely impressed phone battery backup exceptional last entire day feature topnotch breeze use camera capture stunning photo display sharp vibrant worth penny,0.386,0.0,0.614
highly recommend phone gem battery life exceptional feature topnotch camera fantastic display sharp vibrant great value,0.597,0.0,0.403
phenomenal device outstanding battery life feature topnotch camera capture breathtaking shot display sharp vibrant make worthwhile purchase,0.496,0.0,0.504
excellent phone remarkable battery life feature topnotch camera produce stunning image display sharp vibrant make worth penny,0.559,0.0,0.441
m delighted purchase battery life exceptional feature topnotch camera real performer display sharp vibrant great choice,0.474,0.0,0.526
thrilled phone battery life fantastic feature topnotch camera capture beautiful photo display sharp vibrant make fantastic choice,0.592,0.0,0.408
amazing device exceptional battery life feature topnotch camera disappoint display sharp vibrant make excellent value,0.512,0.104,0.385
great buy battery life outstanding feature topnotch camera toptier display sharp vibrant make solid purchase,0.544,0.0,0.456
outstanding phone battery life phenomenal pack topnotch feature camera take stunning photo display sharp vibrant worth penny,0.478,0.0,0.522
fantastic device exceptional battery life feature topnotch camera capture beautiful moment display sharp vibrant make great purchase,0.536,0.0,0.464
incredible phone remarkable battery life feature topnotch camera disappoint display sharp vibrant make fantastic choice,0.436,0.111,0.453
phenomenal device outstanding battery life feature topnotch camera capture breathtaking shot display sharp vibrant make worthwhile purchase,0.496,0.0,0.504
excellent phone remarkable battery life feature topnotch camera produce stunning image display sharp vibrant make worth penny,0.559,0.0,0.441
m delighted purchase battery life exceptional feature topnotch camera real performer display sharp vibrant great choice,0.474,0.0,0.526
thrilled phone battery life fantastic feature topnotch camera capture beautiful photo display sharp vibrant make fantastic choice,0.592,0.0,0.408
great buy battery life outstanding feature topnotch camera toptier display sharp vibrant make solid purchase,0.544,0.0,0.456
wonderful phone exceptional battery life feature topnotch camera take stunning picture display sharp vibrant make great value,0.574,0.0,0.426
topnotch phone fantastic battery life feature impressive camera capture beautiful photo display sharp vibrant make excellent value,0.649,0.0,0.351
phone perfect incredible battery life impressive feature camera disappoint bright clear display steal price,0.473,0.223,0.303
phone simply amazing battery life excellent pack great feature camera take stunning photo display vibrant orth penny,0.595,0.0,0.405
stellar phone excellent battery life feature topnotch camera disappoint display sharp vibrant make wise investment,0.427,0.113,0.46
m absolutely impressed phone battery backup exceptional last entire day feature topnotch breeze use camera capture stunning photo display sharp vibrant worth penny,0.386,0.0,0.614
highly recommend phone gem battery life exceptional feature topnotch camera fantastic display sharp vibrant great value,0.597,0.0,0.403
love phone battery life excellent feature topnotch camera capture beautiful photo display sharp vibrant worth penny,0.609,0.0,0.391
exceptional phone battery backup toptier feature fantastic camera capture breathtake photo display sharp vibrant great value,0.529,0.0,0.471
excellent phone topnotch feature battery life outstanding camera take fantastic photo display sharp vibrant make great choice,0.61,0.0,0.39
amazing device toptier feature battery life fantastic camera capture stunning shot display sharp vibrant make worthwhile purchase,0.568,0.0,0.432
great purchase battery life exceptional feature topnotch camera fantastic display sharp vibrant great value,0.662,0.0,0.338
phone awesome battery life outstanding feature topnotch camera capture beautiful shot display sharp vibrant worth penny,0.611,0.0,0.389
m disappointed phone battery life subpar feature lack camera mediocre display impressive good value,0.391,0.245,0.364
phone terrible battery barely last feature frustrating camera quality abysmal display letdown waste money,0.0,0.437,0.563
m impressed phone battery life average feature underwhelme camera disappoint display lackluster recommend,0.324,0.156,0.52
avoid phone cost battery life dreadful feature letdown camera terrible display poor worth money,0.086,0.509,0.405
regret buy phone battery life terrible feature lack camera quality disappointing display subpar good purchase,0.119,0.469,0.412
phone frustrating use battery life abysmal feature limit camera major letdown display disappoint poor investment,0.0,0.42,0.58
poor quality phone evident battery life dreadful,0.0,0.545,0.455
exceptional phone battery backup toptier feature fantastic camera capture breathtake photo display sharp vibrant great value,0.529,0.0,0.471
excellent phone topnotch feature battery life outstanding camera take fantastic photo display sharp vibrant make great choice,0.61,0.0,0.39
amazing device toptier feature battery life fantastic camera capture stunning shot display sharp vibrant make worthwhile purchase,0.568,0.0,0.432
great purchase battery life exceptional feature topnotch camera fantastic display sharp vibrant great value,0.662,0.0,0.338
phone awesome battery life outstanding feature topnotch camera capture beautiful shot display sharp vibrant worth penny,0.611,0.0,0.389
highly recommend phone gem battery life exceptional feature topnotch camera fantastic display sharp vibrant great value,0.597,0.0,0.403
love phone battery life excellent feature topnotch camera capture beautiful photo display sharp vibrant worth penny,0.609,0.0,0.391
m absolutely impressed phone battery backup exceptional last entire day feature topnotch breeze use camera capture stunning photo display sharp vibrant worth penny,0.386,0.0,0.614
stellar phone excellent battery life feature topnotch camera disappoint display sharp vibrant make wise investment,0.427,0.113,0.46
phone simply amazing battery life excellent pack great feature camera take stunning photo display vibrant orth penny,0.595,0.0,0.405
phone perfect incredible battery life impressive feature camera disappoint bright clear display steal price,0.473,0.223,0.303
topnotch phone fantastic battery life feature impressive camera capture beautiful photo display sharp vibrant make excellent value,0.649,0.0,0.351
great buy battery life outstanding feature topnotch camera toptier display sharp vibrant make solid purchase,0.544,0.0,0.456
wonderful phone exceptional battery life feature topnotch camera take stunning picture display sharp vibrant make great value,0.574,0.0,0.426
m delighted purchase battery life exceptional feature topnotch camera real performer display sharp vibrant great choice,0.474,0.0,0.526
thrilled phone battery life fantastic feature topnotch camera capture beautiful photo display sharp vibrant make fantastic choice,0.592,0.0,0.408
phone great feature battery life exceptional camera take stunning photo display sharp vibrant make choice,0.457,0.0,0.543
awesome phone battery life excellent feature topnotch camera capture beautiful image display sharp vibrant highly recommend,0.619,0.0,0.381
excellent device toptier feature battery life fantastic camera capture breathtaking shot display sharp vibrant make worthwhile purchase,0.573,0.0,0.427
m highly impressed phone battery backup excellent feature topnotch camera quality toptier display sharp vibrant great value,0.607,0.0,0.393
m disappointed phone battery life terrible feature underwhelme camera quality subpar display impressive poor purchase,0.146,0.412,0.442
m regretful buy phone battery life subpar feature disappoint camera performance mediocre display lackluster worth price,0.097,0.287,0.615
phone frustrating use battery life abysmal feature lack camera quality disappointing display poor waste money,0.0,0.588,0.412
m satisfied phone battery life dreadful feature frustrating camera disappoint display subpar worth investment,0.222,0.401,0.377
m displeased phone battery life dreadful feature subpar camera quality disappointing display par poor choice,0.0,0.548,0.452
phone offer terrible experience battery life dreadful feature underwhelme camera letdown display disappointing recommend,0.115,0.424,0.461
phone poor investment battery life terrible feature disappoint camera quality subpar display impressive waste money,0.132,0.468,0.4
avoid phone cost battery life dreadful feature lack camera terrible display poor worth money,0.081,0.579,0.34
phone unsatisfactory battery life dreadful feature underwhelme camera quality disappointing display subpar good purchase,0.145,0.305,0.55
m discontent phone battery life subpar feature disappoint camera performance mediocre display lackluster worth price,0.114,0.163,0.723
average phone decent battery life feature passable camera perform adequately display average reasonably price,0.0,0.0,1.0
mediocre phone average battery life feature decent camera take average photo display mediocre okay purchase,0.119,0.0,0.881
bad phone exceptional battery life average feature decent camera alright display passable fair value,0.332,0.173,0.495
okay phone average battery life feature passable camera decent display okay reasonably price,0.257,0.0,0.743
phone middle road battery life average feature decent camera performance okay display passable average choice,0.119,0.0,0.881
