Reviews,Positive,Negative,Neutral
excellent basic phone clear voice reliable performance,0.558,0.0,0.442
good choice make call incredibly reliable,0.367,0.0,0.633
voice clarity superb exactly look,0.694,0.0,0.306
affordable efficient phone serve purpose perfectly,0.636,0.0,0.364
m highly satisfied phone hasslefree reliable,0.436,0.0,0.564
basic great value simplicity performance,0.684,0.0,0.316
complaint phone need,0.0,0.524,0.476
battery barely last hour make incredibly frustrating,0.0,0.347,0.653
phone lack essential feature make disappointingly limit,0.0,0.51,0.49
camera quality disaster photo blurry unusable,0.0,0.579,0.421
battery performance hopeless constantly need charge,0.0,0.375,0.625
display quality dreadful unimpressive lack clarity,0.22,0.618,0.163
worth money far well option available,0.5,0.0,0.5
phone constant source frustration poor battery life limited feature,0.0,0.574,0.426
deeply regret buy phone terrible decision,0.0,0.608,0.392
camera major letdown not capture quality photo,0.0,0.0,1.0
battery bad ve encounter phone not half day,0.0,0.333,0.667
battery pathetically drain rapidly minimal use,0.0,0.359,0.641
phone feature practically useless poor choice,0.0,0.596,0.404
camera quality horrible ruin attempt decent photo,0.0,0.593,0.407
battery drain quickly require constant charging use,0.0,0.0,1.0
display unimpressive dull color subpar resolution,0.0,0.56,0.44
feel like throw money drain purchase disappointment,0.231,0.306,0.463
phone feature joke waste money,0.275,0.35,0.375
camera quality ruin photo terrible choice,0.0,0.633,0.367
battery life dreadful barely last hour,0.0,0.367,0.633
phone feature utterly useless practical,0.0,0.436,0.564
deeply regret purchase frustration,0.0,0.764,0.236
camera disaster not capture decent shot,0.0,0.451,0.549
battery will not hour unacceptable,0.383,0.0,0.617
s value money phone ripoff,0.444,0.0,0.556
display quality disastrous worth,0.244,0.5,0.256
phone feature disappointing impractical,0.0,0.516,0.484
battery drain instantly make unusable,0.0,0.0,1.0
avoid phone cost terrible choice,0.0,0.639,0.361
battery life mediocre fall short expectation,0.0,0.0,1.0
phone disappointing term feature lack innovation,0.234,0.495,0.27
camera quality unacceptable worth,0.275,0.435,0.29
m constantly deal battery issue hassle,0.0,0.0,1.0
display performance lackluster disappointing,0.0,0.516,0.484
feel like waste money phone worth,0.431,0.275,0.294
feature phone major letdown impractical,0.0,0.0,1.0
phone lead endless frustration far userfriendly,0.0,0.383,0.617
deeply regret purchase disappointment,0.0,0.769,0.231
camera fall short expectation unreliable,0.0,0.0,1.0
battery life inadequate cause constant charging,0.0,0.351,0.649
offer mediocre value money well option,0.529,0.0,0.471
phone feature disastrous userfriendly,0.0,0.565,0.435
camera dreadful experience ruin photo,0.0,0.691,0.309
ve experience persistent battery problem unreliable,0.0,0.351,0.649
s value money phone poor investment,0.282,0.365,0.353
phone overload frustration impractical,0.0,0.737,0.263
battery performance awful cause constant annoyance,0.0,0.57,0.43
display quality subpar enjoyable use,0.42,0.0,0.58
overpriced phone disappointment not deliver,0.0,0.452,0.548
camera quality ruin photo make terrible choice,0.0,0.58,0.42
abysmal battery life major drawback,0.0,0.0,1.0
phone feature joke offer real value,0.535,0.0,0.465
phone source endless frustration regret,0.0,0.663,0.337
display performance dreadful impractical,0.0,0.492,0.508
phone feature disappointing unreliable,0.0,0.516,0.484
battery constantly fail cause frustration,0.0,0.688,0.312
battery life disastrous barely last hour,0.0,0.438,0.562
feature phone unimpressive lack innovation,0.28,0.505,0.215
camera quality mediocre well reliable,0.344,0.0,0.656
poor battery performance constant headache,0.0,0.437,0.563
battery performance mediocre fall short expectation,0.0,0.0,1.0
phone feature disastrous userfriendly,0.0,0.565,0.435
camera quality unacceptable frustrating use,0.0,0.663,0.337
m constantly deal battery problem major inconvenience,0.0,0.565,0.435
display performance lackluster disappointing,0.0,0.516,0.484
feel like waste money phone worth investment,0.393,0.25,0.357
feature phone significant letdown impractical,0.31,0.0,0.69
phone lead endless frustration far userfriendly,0.0,0.383,0.617
deeply regret purchase disappointment,0.0,0.769,0.231
camera fall short expectation unreliable,0.0,0.0,1.0
battery life inadequate require constant charging,0.0,0.351,0.649
offer mediocre value money well option,0.529,0.0,0.471
phone feature disastrous practical,0.0,0.565,0.435
camera dreadful experience ruin photo,0.0,0.691,0.309
ve encounter persistent battery problem unreliable,0.0,0.351,0.649
s value money phone poor investment,0.282,0.365,0.353
phone overload frustration impractical,0.0,0.737,0.263
battery performance awful cause constant annoyance,0.0,0.57,0.43
display quality subpar enjoyable use,0.42,0.0,0.58
overpriced phone disappointment not deliver,0.0,0.452,0.548
battery life average far impressive,0.452,0.0,0.548
phone limit feature worth price,0.322,0.0,0.678
camera fall short expectation unreliable,0.0,0.0,1.0
deal battery frustrate far hasslefree,0.0,0.429,0.571
display quality lackluster visually pleasing,0.459,0.0,0.541
phone feature disappointing userfriendly,0.0,0.516,0.484
camera performance mediocre well reliable,0.344,0.0,0.656
ve experience persistent battery problem major inconvenience,0.0,0.51,0.49
phone offer unimpressive value money well alternative,0.413,0.22,0.367
battery life inadequate require constant recharging,0.0,0.351,0.649
battery life abysmal barely last hour,0.0,0.0,1.0
phone lackluster feature frustrating use,0.0,0.42,0.58
camera quality disastrous photo unusable,0.0,0.494,0.506
constantly deal battery problem inconvenient,0.0,0.63,0.37
display quality dreadful unimpressive,0.0,0.726,0.274
feel like waste money worth investment,0.431,0.275,0.294
feature major letdown impractical,0.0,0.0,1.0
phone endless frustration userfriendly,0.0,0.508,0.492
deeply regret purchase disappointing,0.0,0.766,0.234
camera fall short unreliable ruin photo,0.0,0.432,0.568
battery life inadequate need constant charging,0.0,0.351,0.649
offer mediocre value money well option,0.529,0.0,0.471
feature disastrous userfriendly,0.0,0.661,0.339
camera dreadful experience ruin photo,0.0,0.691,0.309
ve face persistent battery problem unreliable,0.0,0.351,0.649
s value money poor investment,0.32,0.413,0.267
phone overload frustration impractical,0.0,0.737,0.263
battery performance awful cause constant annoyance,0.0,0.57,0.43
display quality subpar visually pleasing,0.459,0.0,0.541
overpriced phone disappointment fall short,0.0,0.452,0.548
camera quality ruin photo make poor choice,0.0,0.58,0.42
battery life disastrous barely last hour,0.0,0.438,0.562
phone feature joke offer real value,0.535,0.0,0.465
phone source endless frustration,0.0,0.508,0.492
display performance dreadful impractical,0.0,0.492,0.508
feature disappointing unreliable,0.0,0.615,0.385
battery constantly fail headache,0.0,0.538,0.462
battery life unimpressive need constant recharging,0.0,0.324,0.676
poor value money well option,0.469,0.323,0.208
phone feature practically useless practical,0.0,0.412,0.588
deeply regret purchase disappointment,0.0,0.769,0.231
phone battery drain fast patience maddening,0.0,0.39,0.61
explore phone feature like journey disappointment,0.255,0.337,0.408
camera act like artist blurriness create unrecognizable photo,0.434,0.0,0.566
feel like m stuck loop battery trouble exhausting,0.197,0.567,0.236
display like window dullness far captivate,0.281,0.27,0.449
money disappear wind phone worth,0.279,0.279,0.441
feature phone need gps find way usefulness,0.268,0.0,0.732
phone feel like symphony frustration playing repeat,0.377,0.272,0.351
cycle regret wish rewind repeat disappointment,0.229,0.517,0.254
camera delight create delightful blunder photography,0.766,0.0,0.234
battery life like blink go instant,0.333,0.0,0.667
phone feature perform great vanish act disappear need,0.342,0.158,0.5
display escape clarity journey murkiness,0.595,0.0,0.405
money spend phone lead shatter dream hope,0.495,0.0,0.505
feature completely lose plot bewilder,0.0,0.428,0.572
camera excel create magical illusion reality,0.56,0.0,0.44
unende symphony battery blue end,0.0,0.0,1.0
display color die monochrome disguise,0.0,0.663,0.337
overpriced phone neverende source disappointment,0.0,0.452,0.548
phone feature riddle unsolvable sense,0.0,0.0,1.0
battery perform houdini act vanish second,0.0,0.0,1.0
display reside gray zone mediocrity,0.0,0.245,0.755
frustration endless loop like phone,0.291,0.36,0.349
regret constant companion buy phone,0.0,0.412,0.588
feature like word lose translation not sense,0.245,0.265,0.49
camera master blur abstract artist,0.0,0.0,1.0
battery escape artist disappear warn,0.243,0.471,0.286
display like window nothingness void,0.385,0.0,0.615
money burn vain phone disappointment,0.0,0.67,0.33
phone feature puzzle unsolvable baffle,0.0,0.0,1.0
battery woe neverende saga drain joy,0.358,0.264,0.377
phone feature lose bermuda triangle usability,0.0,0.351,0.649
camera fancy picasso blurriness abstract,0.0,0.0,1.0
battery mirage disappear need,0.0,0.388,0.612
display abyss dullness suck life visual,0.0,0.57,0.43
money turn ashe phone worth,0.322,0.0,0.678
navigate phone feature frustrating labyrinth exit,0.0,0.367,0.633
frustration soundtrack phone playing repeat,0.228,0.392,0.38
regret uninvited guest present phone,0.0,0.412,0.588
camera illusionist making moment disappear blurriness,0.0,0.275,0.725
battery today go tomorrow leave strand,0.0,0.194,0.806
display void stare offer satisfaction,0.42,0.0,0.58
money spend phone great vanish act go forever,0.369,0.0,0.631
phone feature riddle unsolved baffle frustrate,0.0,0.375,0.625
battery perform disappear act want,0.21,0.306,0.484
display clarity fear tread realm vagueness,0.273,0.323,0.404
overpriced phone neverending disappointment,0.0,0.524,0.476
phone feature lose maze s way,0.0,0.403,0.597
battery fleeting mirage moment go,0.0,0.0,1.0
display exist gray zone mediocrity leave impression,0.226,0.298,0.476
frustration endless echo phone,0.0,0.508,0.492
regret shadowy companion lurk phone,0.0,0.605,0.395
phone feature like incomprehensible code sense,0.333,0.0,0.667
camera blurry dreamer make reality fade away,0.0,0.189,0.811
battery phantom drainer haunt daily life,0.0,0.351,0.649
display color die end vibrancy,0.0,0.494,0.506
money spend phone black hole regret,0.0,0.359,0.641
phone feature enigma unsolved perplex,0.0,0.0,1.0
frustration unwanted companion phone,0.0,0.714,0.286
regret constant reminder unfortunate purchase,0.0,0.659,0.341
phone feature like word lose translation confuse,0.225,0.414,0.36
camera wizard blurriness casting spell photo,0.0,0.0,1.0
battery perform houdini act vanish notice,0.0,0.0,1.0
display window desolation void life,0.0,0.0,1.0
money spend phone regretful investment lead disappointment,0.0,0.554,0.446
navigate phone feature baffling maze exit,0.0,0.0,1.0
frustration neverending melody phone,0.0,0.508,0.492
